INT3,,0,Citizen Identity,"The Citizen Identity programme aims to replace per-supplier patient identities for online services with a verified, national, single identity per-citizen.",https://gpitbjss.atlassian.net/wiki/spaces/ISDNU/pages/512327941/Citizen+Identity
INT4,,0,Clinical Document Architecture (CDA),CDA is an XML-based HL7 standard for exchange of clinical information.,https://gpitbjss.atlassian.net/wiki/spaces/ISDNU/pages/554959846
INT5,,0,Digital Diagnostics & Pathology Messaging,Pathology messaging involves the electronic transmission of results of pathology tests to GP systems in response to a test request placed with laboratories.,https://gpitbjss.atlassian.net/wiki/spaces/ISDNU/pages/512393754
INT6,,0,Electronic Prescription Service (EPS),EPS allows prescribers (like GP Systems) to send prescriptions electronically to a dispenser (such as a pharmacy) of the patient's choice. This makes the prescribing and dispensing process more efficient and convenient for patients and staff. NHS Digital has an EPS homepage.,https://gpitbjss.atlassian.net/wiki/spaces/ISDNU/pages/621183516
INT7,,0,Email,Systems that handle email need to meet secure email standards as detailed below. If a system needs to send a large volume of emails then application accounts are available at NHSMail.,https://gpitbjss.atlassian.net/wiki/spaces/ISDNU/pages/608207254/Email
INT8,,0,eMED3 (Fit Notes),This standard supports the collection of aggregated data generated by the issue of fit notes by GPs.,https://gpitbjss.atlassian.net/wiki/spaces/ISDNU/pages/431423976
INT9,,0,e-Referrals Service (eRS),"The NHS e-Referral Service (eRS) combines electronic booking with a choice of place, date and time for first hospital or clinic appointments",https://gpitbjss.atlassian.net/wiki/spaces/ISDNU/pages/457344166
INT10,,0,External Interface Specification (EIS),This page is blocked as there may be legal issues with publishing the EIS documents. BT retained copyright/IP and there has always been a view that we didn't have legal authority to publish. This has been raised to legal for resolution.,https://gpitbjss.atlassian.net/wiki/spaces/ISDNU/pages/512360913
INT11,,0,FGM Risk Indication System (RIS),"This is a national IT service and forms part of the national Spine architecture. It allows FGM risk information for girls under 18 to be to created, deleted, stored and shared with relevant NHS healthcare professionals across departmental, organisational and geographical boundaries within England, supporting effective early intervention and ongoing safeguarding of girls potentially at risk of FGM.",https://gpitbjss.atlassian.net/wiki/spaces/ISDNU/pages/431260313/FGM
INT12,,0,GP Connect Interfaces,GP Connect aims to support better clinical care by opening up information and data held within GP Practice IT systems for use across health and social care.,https://gpitbjss.atlassian.net/wiki/spaces/ISDNU/pages/308641833/GP2GP
INT13,,0,GP Data Set,The standard GP Data Set is a regular extraction of patient-related data from GP systems to NHS Digital,https://gpitbjss.atlassian.net/wiki/spaces/ISDNU/pages/450429588/GP+Connect+Interfaces
INT14,,0,GP Payments,Not a current standard.,https://gpitbjss.atlassian.net/wiki/spaces/ISDNU/pages/258605719/GP+Data+Set
INT15,,0,GP2GP,The GP2GP record transfer mechanism enables a patient's record to be electronically transferred directly and securely when they move from one practice to another.,https://gpitbjss.atlassian.net/wiki/spaces/ISDNU/pages/258572312/GPES+Data+Extraction
INT16,,0,GPES Data Extraction,"The General Practice Extraction Service (GPES) is a service that securely collects information, with consent, from GP systems, and delivers it to approved organisations with the aim of directly improving patient care.",https://gpitbjss.atlassian.net/wiki/spaces/ISDNU/pages/275513479/GP+Payments
INT17,,0,IM1 - Integration Mechanism,Suppliers of Clinical Systems to General Practice are required to provide integration capability to support three principal uses cases:\r\n\r\n1. Bulk extraction of data\r\n2. Practice-based interfaces to allow locally-deployed software applications to integrate with GP system application clients on the GP desktop\r\n3. APIs to support patient-facing Internet-based services\r\n\r\nUse cases 2 and 3 support both reading and writing of data.,https://gpitbjss.atlassian.net/wiki/spaces/ISDNU/pages/631801188/IM1+-+Integration+Mechanism
INT18,,0,Interoperability Toolkit (ITK),"The Interoperability Toolkit (ITK) is a set of common specifications, frameworks and implementation guides that support interoperability.",https://gpitbjss.atlassian.net/wiki/spaces/ISDNU/pages/450363481
INT19,,0,Management Information (MI) Reporting,The Management Information (MI)&nbsp;Reporting Specification is a monthly collection of aggregated counts of data which cover a number of Capabilities.,https://gpitbjss.atlassian.net/wiki/spaces/ISDNU/pages/308707523/Management+Information+%28MI%29+Reporting
INT20,,0,Messaging Exchange for Social Care and Health (MESH),The Message Exchange for Social Care and Health (MESH) is a centralised message transfer service provided by NHS Digital using the Spine Services Core infrastructure. This allows the service to benefit from the large-scale reliability of the Spine Services including its disaster recovery capabilities and established service support.,https://gpitbjss.atlassian.net/wiki/spaces/ISDNU/pages/450330651
INT21,,0,MIQUEST (deprecated),"MIQUEST is a management information solution which allows practice users to define queries which are executed by system suppliers who then return the resulting data to the practice.\r\n\r\nMIQUEST is due to be decommissioned, which means that any existing implementations should be dealt with as per NHS Digital guidance and no new implementations should be created.",https://gpitbjss.atlassian.net/wiki/spaces/ISDNU/pages/441188685
INT22,,0,National Authentication,"The National Authentication service is an implementation of OpenID Connect which replaces previous solutions (identity agent etc.) for authenticating NHS staff.\r\n\r\nAll new implementations must use the National Authentication service for authenticating staff, and any existing solutions must be transitioned to the new solution in line with NHS Digital's published guidance.",https://gpitbjss.atlassian.net/wiki/spaces/ISDNU/pages/450494554/National+Authentication
INT23,,0,National Record Locator Service (NRLS),"The National Record Locator Service (NRLS) aims to provide a national capability for locating and, ultimately, sharing patient records across health and care systems.\r\n\r\nFurther information is available at the NRLS web site.",https://gpitbjss.atlassian.net/wiki/spaces/ISDNU/pages/395083780
INT24,,0,Networking and Connectivity,This standard mandates NHS Digital's Internet First policy,https://gpitbjss.atlassian.net/wiki/spaces/ISDNU/pages/450330625/Networking+and+Connectivity
INT25,,0,NHAIS HA/GP Links,"National Health Application and Infrastructure Services (NHAIS) is a system which manages services, Patient registration and demographic details for England, Wales and Northern Ireland. NHAIS HA (Health Authority) / GP interfaces allow for the two-way exchange of data covering Registration changes and the processing of Items of Service claims.",https://gpitbjss.atlassian.net/wiki/spaces/ISDNU/pages/226920341
INT26,,0,NHS Messaging Implementation Manual (MIM),The messaging implementation manual (MIM) defines HL7v3 message standards. Individual interfaces within this interoperability standard will refer to specific releases of the MIM where their messaging specifications are defined.,https://gpitbjss.atlassian.net/wiki/spaces/ISDNU/pages/512328091
INT27,,0,Personal Demographics Service (PDS),"The Personal Demographics Service (PDS) is the national electronic database of NHS patient details such as name, address, date of birth and NHS Number (known as demographic information).",https://gpitbjss.atlassian.net/wiki/spaces/ISDNU/pages/468844616
INT28,,0,Primary Care Clinical Terminology Usage Report,"This is a report to collect data from each system supplier on the frequency of use of clinical coded terms, both terminology (SNOMED CT, Read v2, CTV3) and local codes, recorded through their system for currently registered Patients over a 12 month period for all entries which are part of the GP record, aggregated across the selected Practices.",https://gpitbjss.atlassian.net/wiki/spaces/ISDNU/pages/308675463/Primary+Care+Clinical+Terminology+Usage+Report
INT29,,0,Reasonable Adjustments Flagging,"Reasonable Adjustments Flagging is a mechanism for patients with learning disabilities to have their need for reasonable adjustments to be flagged, and for the flag and the required adjustments themselves to be made available to people involved in their care via a national capability.",https://gpitbjss.atlassian.net/wiki/spaces/ISDNU/pages/441188767/Reasonable+Adjustments+Flagging
INT30,,0,Screening messaging,Some screening programmes use the Digital Diagnostics & Pathology Messaging standards to return results to GP systems. Variant NHS004 of the MEDRPT message was created to enable it to carry screening results.,https://gpitbjss.atlassian.net/wiki/spaces/ISDNU/pages/517177904/Screening+messaging
INT31,,0,Summary Care Record (SCR),"The Summary Care Record (SCR) is an electronic record of important Patient information, created from GP medical records. It can be seen and used by authorised staff in other areas of the health and care system involved in the Patient's direct care.",https://gpitbjss.atlassian.net/wiki/spaces/ISDNU/pages/308773309
INT32,,0,Transfer of Care,Patients move between care settings and responsibility for them is handed over from one clinician to another. Transfer of care messaging ensures that the clinical context and information about the patient is transferred when this occurs,https://gpitbjss.atlassian.net/wiki/spaces/ISDNU/pages/450265196/Transfer+of+Care
INT33,,0,Winter Pressures Reporting,A weekly collection of data on all General Practice appointments from November 2017 through to October 2019.,https://gpitbjss.atlassian.net/wiki/spaces/ISDNU/pages/308445562/Winter+Pressures+Reporting
OS1,,1,Business Continuity / Disaster Recovery,Suppliers that provide systems will need to ensure that there are robust business continuity plans in place in the event of disaster recovery.,https://gpitbjss.atlassian.net/wiki/spaces/ISDNU/pages/205979765/Business+Continuity+and+Disaster+Recovery
OS2,,1,Clinical Safety,This standard ensures that Suppliers and buyers of GP IT Systems are carrying out effective clinical risk management relating to Patient safety.,https://gpitbjss.atlassian.net/wiki/spaces/ISDNU/pages/227050579/Clinical+Safety
OS3,,1,Data Migration,Supports the safe and effective migration of data moving between GP IT Systems when a Practice moves from one Clinical System Supplier to another for part or all of their system .,https://gpitbjss.atlassian.net/wiki/spaces/ISDNU/pages/227051317/Data+Migration
OS4,,1,Data Standards,"Details data standards e.g. ISNs with which a supplier must be compliant when developing and implementing their systems, examples are fields lengths and formats.",https://gpitbjss.atlassian.net/wiki/spaces/ISDNU/pages/554959771/Data+Standards
OS5,,1,GP Systems Training,Defines what training collateral and activities are expected of suppliers delivering capabilities into health and social care.,https://gpitbjss.atlassian.net/wiki/spaces/ISDNU/pages/628458169/GP+Systems+Training
OS6,,1,Hosting/Infrastructure,"Supports best practices for infrastructure and hosting of systems. For example, ensuring that systems are cost effective, secure and energy efficient.",https://gpitbjss.atlassian.net/wiki/spaces/ISDNU/pages/304742417
OS7,,1,Information Governance,"Supports confidentiality, availability (to authorised users when required), and accuracy of data processed by systems.",https://gpitbjss.atlassian.net/wiki/spaces/ISDNU/pages/69632186/Information+Governance
OS8,,1,Non-Functional Requirements,"Defines the standards for the operation of GP IT Systems relating to all capabilities, for example the availability of data to a Citizen online.",https://gpitbjss.atlassian.net/wiki/spaces/ISDNU/pages/494797442
OS9,,1,Reference Data,"Supports consistency of information that is entered into systems by defining data such as clinical terminology, organisational codes and drug database sets.",https://gpitbjss.atlassian.net/wiki/spaces/ISDNU/pages/192970848/Reference+Data
